Predicted Values	True Values
-0.199995	-0.050775
0.134381	-0.023052
-0.196634	-0.064637
0.052562	0.226350
0.006349	-0.092307
-0.145590	-0.036914
0.095757	0.046256
-0.145696	0.087787
0.116101	-0.189284
-0.279955	-0.078445
0.170167	0.157095
-0.126047	-0.175476
-0.090415	0.212488
0.186903	0.129372
-0.173968	-0.120030
0.063018	-0.230869
-0.226227	-0.050775
0.120122	0.073926
-0.148360	-0.050775
0.015064	0.309466
0.129766	-0.106168
-0.253692	-0.092307
0.207405	-0.064637
-0.286356	0.004671
0.179301	0.198627
-0.105916	-0.147753
-0.076913	0.087787
0.093396	-0.161614
-0.278717	0.032394
0.253333	0.060064
-0.277637	-0.106168
0.115314	0.392582
0.072278	0.212488
-0.017462	0.087787
0.100300	-0.383293
-0.320248	-0.272454
0.184331	-0.203146
-0.337748	-0.230869
0.129910	0.531145
0.144818	0.600453
0.174716	0.073926
0.101869	-0.424825
-0.101653	-0.355570
0.004276	-0.424825
-0.255283	-0.161614
0.172889	0.434167
0.072611	0.531145
0.179596	0.046256
-0.055563	-0.133891
0.047847	-0.023052
-0.105889	-0.327847
-0.161729	0.101649
0.216896	0.087787
-0.202001	0.046256
0.162145	0.087787
-0.151662	-0.064637
0.001607	0.032394
-0.077464	-0.147753
-0.125104	0.267935
0.226602	-0.064637
-0.309562	-0.064637
0.250855	-0.092307
-0.336444	-0.369432
0.028571	0.073926
-0.023531	-0.120030
-0.168346	0.461890
0.370847	0.572730
0.031616	0.254073
0.281547	-0.161614
-0.124603	-0.715811
-0.096842	-0.369432
-0.030296	-0.078445
-0.107048	0.309466
0.238118	0.295604
-0.084629	0.503422
0.322784	-0.161614
-0.354410	-0.618833
0.056749	0.129372
-0.006296	-0.147753
-0.233484	0.129372
0.273677	0.267935
-0.138333	0.240211
0.207595	0.143234
-0.141429	-0.230869
-0.053472	-0.161614
-0.116177	-0.147753
-0.118281	-0.023052
0.061469	-0.272454
-0.281831	0.170904
0.328686	0.364912
-0.113126	0.018533
0.070518	-0.078445
-0.101398	-0.036914
-0.004092	0.060064
-0.011619	-0.217008
-0.183899	0.184765
0.246706	-0.023052
-0.305740	-0.078445
0.204002	0.240211
-0.105508	-0.050775
-0.059067	-0.092307
-0.035144	-0.189284
-0.158953	0.004671
0.100344	0.129372
-0.115067	0.267935
0.197287	0.073926
-0.167663	-0.092307
0.065462	-0.272454
-0.234122	-0.217008
0.027681	0.503422
0.205810	0.129372
-0.125349	0.115511
0.262041	0.129372
-0.158974	-0.244731
-0.026784	-0.147753
-0.109344	0.032394
0.008957	0.060064
-0.050999	-0.355570
-0.222932	-0.050775
0.196551	-0.217008
-0.370656	-0.438686
0.084684	-0.604972
-0.349689	-1.020606
-0.117961	0.004671
0.289011	0.531145
-0.000429	-0.466409
-0.313005	-0.992883
-0.159011	0.351051
0.476189	0.545006
-0.311690	-0.272454
-0.216624	0.434167
0.321323	0.641984
-0.179821	0.254073
0.145752	-0.050775
-0.187669	0.614261
0.348168	1.168511
0.273731	0.475752
0.423006	0.503422
0.559900	0.988364
0.565955	0.323328
0.479294	-1.034468
0.021750	-0.798927
0.198643	0.129372
-0.106347	0.115511
-0.011766	-0.660365
-0.441597	-0.992883
-0.113806	-0.355570
-0.104100	-0.023052
-0.084892	0.032394
-0.117679	-0.923628
-0.523500	-0.646503
0.356752	0.628123
0.076014	0.254073
-0.246789	0.226350
0.081385	0.711292
0.063411	1.016087
0.316690	0.531145
-0.020947	-0.078445
-0.190707	0.198627
0.021074	0.295604
0.144449	-1.048329
-0.296317	-2.142861
-0.469570	-0.660365
0.575390	0.198627
-0.396226	-0.244731
-0.057470	0.281743
0.046179	0.946832
0.168427	0.669707
-0.185391	0.655846
0.109285	0.808270
-0.114167	0.032394
-0.395810	-0.798927
0.195121	-1.353124
-0.292584	-0.327847
0.390426	1.057672
0.131221	1.016087
-0.034917	0.170904
-0.378439	-0.854320
-0.462129	-1.131446
-0.273544	-0.979021
-0.353877	0.087787
0.351843	0.641984
-0.231219	0.254073
-0.066232	-0.078445
-0.254948	-0.729673
-0.375058	-0.563387
-0.010316	0.212488
-0.047243	0.378774
0.006741	-0.175476
-0.325888	1.016087
0.597851	0.974502
0.129606	-0.951352
-0.482052	-0.410963
0.438967	0.461890
-0.333370	1.445583
0.578554	1.126926
-0.012936	-0.050775
-0.324307	-0.313985
-0.240364	-0.979021
-0.699583	-1.228423
-0.160371	-1.131446
-0.607161	-0.937490
0.152228	-1.076052
-0.593405	-0.009190
0.707129	0.697430
-0.324905	0.946832
0.333398	2.152204
0.688563	1.847409
-0.619564	0.669707
-0.291476	-0.992883
-1.326792	-1.145307
-0.052529	-1.463964
-1.139956	-2.627803
-0.550273	-1.214562
0.601541	0.877524
0.128095	1.999780
0.517331	1.639538
-0.667386	1.071480
-0.053891	0.558868
-0.710643	-0.327847
-0.598352	-0.674227
-0.506580	-0.826651
-0.685024	-1.186892
-0.523519	-0.646503
-0.124701	0.738962
0.342360	-0.120030
-0.750683	-0.577249
0.141467	0.240211
-0.112883	0.752823
0.157527	0.808270
-0.086653	-1.228423
-1.136161	-1.547080
0.304409	-0.147753
-0.179670	0.572730
0.296220	0.683569
-0.159523	0.586591
0.079013	0.877524
0.099503	-0.189284
-0.602770	-1.256146
-0.280091	-0.840512
-0.204520	-0.438686
-0.186875	-1.242285
-0.501600	-0.106168
0.655299	2.221458
0.632134	1.320882
-1.047265	0.545006
-0.054485	1.556422
0.061171	0.822131
-0.949834	-1.228423
-1.327378	-1.034468
0.124238	-0.798927
-0.963903	-1.173030
-0.012828	-0.189284
-0.136187	0.641984
0.210393	0.974502
-0.062616	0.364912
-0.270531	-0.050775
-0.143703	-0.480271
-0.441130	-0.604972
-0.045135	-0.660365
-0.388181	-1.838066
-0.711426	-0.992883
0.517554	0.752823
0.037216	1.625677
0.478106	1.819686
-0.165197	0.808270
-0.392557	-0.701950
-0.809130	-0.521802
0.055602	0.905248
-0.030054	-0.272454
-1.006930	-1.366986
-0.346588	-0.452548
-0.024553	0.281743
-0.147836	0.004671
-0.293394	-0.882044
-0.440162	-0.535664
0.107547	0.170904
-0.132281	0.905248
0.450630	0.337189
-0.562193	-0.438686
-0.090868	0.794408
0.442140	1.057672
-0.056335	0.337189
-0.162214	-1.131446
-0.802583	-1.117584
0.166748	1.320882
0.556961	1.334743
-0.339179	-0.549526
-0.742672	-0.313985
0.268972	0.198627
-0.566379	-0.313985
-0.296409	0.351051
-0.006579	-0.286315
-0.748801	-1.768758
-0.674479	-2.212116
-0.507245	-1.325401
0.238342	1.016087
0.640370	1.390190
-0.210258	1.265489
0.255515	1.528699
-0.227313	1.570284
0.155747	1.473306
-0.470506	-0.203146
-0.966793	-1.685642
-0.834285	-1.200700
-0.260678	0.060064
0.009988	-0.632642
-0.647614	-0.646503
0.128987	1.029949
0.310393	0.974502
-0.361504	-0.591110
-0.573222	-2.309147
-1.107108	-2.198308
0.045874	-0.410963
0.460148	2.069088
0.912140	2.872633
-0.212276	1.182319
-0.924526	-0.050775
-0.885666	-0.909767
-1.129163	-1.159169
-0.782488	0.170904
-0.178965	0.905248
-0.559476	-0.327847
-0.742553	-0.230869
0.116643	0.309466
-0.306467	-0.688088
-0.450697	-1.256146
-0.287613	-0.854320
-0.141886	0.669707
0.540869	0.822131
-0.289917	-0.147753
-0.243054	-0.909767
-0.441148	-0.909767
-0.103415	0.641984
0.490138	1.140788
-0.260644	0.240211
-0.293380	0.060064
-0.101386	1.875079
0.535316	1.168511
-0.353399	-2.198308
-2.037133	-2.378402
0.568325	-0.327847
0.130028	1.071480
0.303135	0.683569
-0.368583	0.226350
-0.039643	-0.133891
-0.472311	-0.064637
0.021717	0.503422
-0.141166	0.877524
-0.040938	1.902802
0.399062	0.849801
0.457910	-1.519410
-0.235934	-2.683197
-0.472045	-2.572357
-0.432838	-1.089861
0.611906	0.905248
0.230605	1.057672
-0.174059	-0.036914
-0.625130	0.614261
0.495237	0.669707
-0.636801	0.628123
0.114457	1.417860
0.089944	0.600453
-0.604847	-0.632642
-0.402669	-0.549526
0.217223	0.586591
0.179739	0.531145
-0.024266	-0.909767
-0.575310	-1.657919
-0.272746	-0.854320
-0.086261	-0.521802
-0.264631	-0.313985
-0.044604	1.126926
0.558679	0.974502
-0.409792	-0.397155
-0.377132	-1.089861
-0.341016	-0.120030
0.117493	1.736569
0.705425	1.681123
-0.458025	-0.341708
-0.827522	-1.450102
-0.302703	-1.089861
-0.417090	-1.006745
-0.340417	0.683569
0.658987	0.835940
-0.619981	-0.507994
-0.370803	0.254073
0.310560	-0.106168
-0.714680	0.683569
0.712830	1.431721
-0.377185	-0.009190
-0.575521	-0.258592
0.026343	-0.618833
-0.496413	-0.937490
0.026384	-0.203146
-0.222667	0.392582
0.263343	1.196181
0.243359	1.902802
0.400080	0.711292
-0.327306	-0.715811
-0.465525	-1.477825
-0.565154	-1.339263
-0.292830	-0.701950
-0.181185	-1.685642
-0.810556	-0.507994
0.859379	0.946832
-0.321729	-0.092307
-0.347927	0.337189
0.263959	1.681123
0.290586	2.456999
0.277822	1.972056
-0.459120	0.018533
-1.068124	-2.322955
-2.046340	-3.001853
-0.798272	-1.727227
0.376526	0.295604
0.272557	0.919109
-0.173028	-0.286315
-0.621223	-0.646503
-0.144751	-0.383293
-0.441890	0.738962
0.481512	0.392582
-0.719111	0.226350
0.308248	1.681123
0.367515	1.237766
0.397850	0.683569
0.375360	0.157095
0.329603	0.337189
0.437847	-0.438686
0.001285	-1.408571
0.057930	-1.186892
-0.338341	-2.239839
-1.006959	-1.533218
0.618230	1.598007
0.824731	1.196181
-1.064551	-0.036914
-0.331263	3.399160
1.634318	1.002225
-2.701644	-0.023052
0.704837	2.166065
-0.033329	-3.362094
-5.104710	-2.794036
0.637445	-1.463964
-0.713817	-3.126554
-0.692164	1.320882
3.263910	2.678677
0.282837	1.168511
-0.094874	1.002225
-1.533200	-0.785066
-1.176168	-1.089861
-1.026566	1.514837
0.925206	0.254073
-2.066220	-2.322955
-1.645474	-1.062191
0.837866	-0.023052
-0.699281	1.556422
1.272116	2.069088
-0.655169	0.655846
-0.353439	0.406444
-0.428626	0.101649
-0.580931	-0.632642
-0.631721	-1.547080
-0.968212	-1.283870
0.027993	-0.217008
-0.224275	0.475752
0.167021	0.489613
-0.203878	0.351051
-0.025390	0.073926
-0.238265	-0.452548
-0.260099	-0.757343
-0.234427	-1.089861
-0.340891	-0.397155
0.264687	-0.120030
-0.306970	0.808270
0.626502	1.958248
0.212948	0.822131
-0.578766	0.046256
-0.210222	-1.103722
-0.987668	-1.076052
0.092932	1.043810
0.356659	0.863663
-0.139310	-0.785066
-0.601493	-1.186892
-0.191971	-0.203146
-0.105119	0.226350
-0.187719	-0.050775
-0.315414	0.198627
0.036355	-0.078445
-0.461612	-0.313985
0.025122	0.046256
-0.129039	0.281743
0.046573	1.196181
0.453665	0.974502
0.439113	-0.688088
-0.023227	-0.397155
0.492121	-0.147753
-0.467218	-0.175476
0.279004	1.279350
0.322015	1.431721
0.278104	-0.106168
-0.536924	-1.948906
-0.901092	-2.613942
-0.724768	-0.715811
0.902020	1.237766
0.020858	0.558868
-0.366289	-0.618833
-0.575011	-0.535664
-0.075229	0.614261
-0.001440	1.459444
0.117329	0.351051
-0.809922	-0.036914
-0.027277	0.032394
-0.443954	-0.674227
-0.356585	-0.217008
0.044484	0.974502
0.165822	0.835940
0.228891	-0.535664
-0.291611	-0.743481
0.086964	-0.036914
-0.245072	0.711292
0.361406	0.281743
-0.401135	-1.297731
-0.552395	-1.380847
-0.044646	0.226350
0.278378	1.764239
0.532433	0.946832
-0.728858	-0.036914
-0.170590	-0.050775
-0.192523	-1.186892
-0.917118	-2.059745
-0.412388	-2.004299
-0.761571	-1.325401
0.226660	-0.313985
-0.175206	1.251627
0.876558	1.861217
-0.302465	0.586591
-0.426754	-0.300124
-0.380278	0.226350
0.001316	1.875079
0.626487	2.332298
-0.175156	0.669707
-0.776611	-0.882044
0.074208	-0.840512
-0.302752	-0.272454
-0.109273	-0.050775
-0.199535	0.323328
0.078621	-0.272454
-0.446995	-1.228423
-0.466935	-1.200700
-0.158721	-0.341708
-0.031896	-0.092307
-0.220428	-0.688088
-0.172848	-0.494133
0.055277	0.226350
0.052910	1.487167
0.702563	1.293159
-0.482620	-0.106168
-0.387002	-0.701950
-0.278521	-0.604972
-0.320132	0.711292
0.540283	0.323328
-0.708688	-0.785066
-0.168122	-0.272454
-0.058959	-0.327847
-0.406584	-0.050775
0.164156	0.932971
0.082805	0.558868
-0.171166	-0.244731
-0.214842	0.254073
0.319071	-0.036914
-0.405781	-0.895905
-0.150074	-0.868182
-0.198462	-0.106168
0.179255	0.905248
0.245901	1.085342
0.224576	0.503422
0.029537	-0.535664
-0.376573	-0.175476
0.229148	-0.036914
-0.479904	-1.076052
-0.373556	-0.798927
-0.031404	0.683569
0.364390	1.528699
0.183302	0.032394
-0.772862	-0.660365
-0.002321	-0.009190
-0.236069	0.905248
0.344621	1.320882
-0.112460	-0.161614
-0.765029	-1.408571
-0.423975	-2.946460
-1.723192	-2.863344
0.479652	0.586591
1.317248	2.484722
-0.010525	1.154649
-0.821497	0.794408
-0.617738	1.113065
-0.448234	0.461890
-1.136878	1.293159
0.405718	1.154649
-1.153432	-0.840512
-1.256143	-2.281424
-0.390288	-1.921183
-0.234922	-0.632642
0.208100	0.184765
-0.150990	0.849801
0.294671	0.281743
-0.528743	-0.258592
-0.061216	-0.341708
-0.328133	0.087787
0.086242	0.212488
-0.239080	-0.563387
-0.291261	-0.383293
0.107414	-0.050775
-0.204893	1.154649
0.561835	1.196181
0.361626	-0.604972
-0.216153	-0.923628
0.090590	0.337189
0.053986	1.362467
0.397802	0.212488
-0.721092	-0.757343
-0.107479	-0.480271
-0.301771	0.295604
0.139818	0.434167
-0.270234	-0.688088
-0.558943	-1.325401
-0.233121	-1.270008
-0.367780	0.060064
0.588630	1.556422
0.118161	1.376328
-0.242443	-0.147753
-0.620669	-0.826651
-0.252988	0.129372
-0.037087	1.085342
0.063311	1.334743
-0.121149	0.655846
-0.343837	0.614261
0.419144	0.240211
-0.081645	-0.701950
-0.275251	-1.076052
-0.318711	-1.727227
-0.728971	-1.935044
-0.140758	-1.491687
-0.354833	-0.313985
0.486489	0.475752
-0.229257	1.210042
0.592777	0.863663
-0.472240	-0.729673
-0.531730	0.323328
0.737314	1.431721
-0.259537	0.614261
-0.366739	-0.106168
-0.433585	-0.189284
0.027912	0.087787
-0.144076	1.071480
0.308839	0.891386
0.198960	-0.895905
-0.356952	-0.812789
0.322978	-0.563387
-0.548496	-0.494133
0.249543	-0.050775
-0.342102	0.738962
0.532978	1.403998
-0.061849	-0.009190
-0.664395	-0.383293
0.045473	-0.674227
-0.691298	-1.436240
-0.194934	-1.034468
-0.219912	-0.868182
-0.160930	-0.383293
0.054415	0.378774
-0.001697	1.043810
0.361571	1.071480
-0.248566	0.835940
0.102898	0.018533
-0.510761	-0.604972
-0.216772	0.254073
0.183620	0.628123
-0.156060	0.794408
0.401932	0.392582
0.149922	-1.159169
-0.468472	-1.339263
-0.046538	-0.161614
-0.042340	-0.175476
-0.253191	-0.604972
-0.211587	-0.161614
0.111701	0.198627
-0.145576	0.545006
0.183236	0.655846
-0.048800	0.863663
0.153106	0.503422
-0.000371	-0.979021
-0.109676	-0.965213
0.170067	0.364912
0.063751	1.265489
0.433867	1.528699
0.241468	0.725100
-0.277531	-0.895905
-0.812743	-1.048329
0.005264	-0.244731
-0.405951	-0.438686
-0.300055	-1.006745
-0.497064	-0.979021
-0.068073	-0.189284
-0.076104	0.891386
0.365979	1.875079
0.317893	0.780547
-0.728520	-1.505548
-1.168999	-2.295285
-0.200994	-1.131446
-0.007977	1.307020
1.005981	1.778101
-0.605064	0.794408
-0.214482	0.101649
-0.686419	0.489613
0.051929	1.667261
0.122103	0.586591
-1.087973	-1.671781
-1.430931	-2.738643
-0.858788	-1.948906
0.071175	-0.244731
0.390008	0.461890
-0.172472	0.863663
0.219278	1.528699
0.133362	0.835940
-0.449232	-0.951352
-0.885659	-1.256146
-0.070211	0.170904
0.020676	1.888940
0.771705	1.778101
0.129855	0.364912
-0.485500	-0.743481
-0.738768	-0.979021
-0.430315	-0.023052
-0.095775	-0.286315
-0.766487	-0.563387
-0.096528	-0.771204
-0.532925	-1.020606
-0.094878	0.198627
0.205106	0.073926
-0.426244	-0.563387
-0.095347	-0.036914
0.048817	0.863663
0.350550	1.417860
0.116578	1.237766
-0.045633	0.406444
-0.314943	-0.466409
-0.359139	-0.923628
-0.091206	-0.992883
-0.255453	-0.397155
0.036664	0.087787
-0.135614	1.376328
0.706367	2.041364
-0.136089	0.170904
-0.851131	-1.477825
-0.768999	-1.366986
-0.268098	0.309466
0.290928	0.517283
-0.506921	-0.147753
-0.080748	-0.050775
-0.128266	-0.923628
-0.663106	-0.466409
0.384297	0.572730
-0.204318	0.309466
-0.107697	-0.133891
-0.286340	-0.549526
-0.152190	-0.397155
-0.127497	0.129372
-0.005361	0.087787
-0.124304	-0.438686
-0.295537	-0.563387
-0.027300	-0.410963
-0.165738	0.073926
0.111373	0.392582
0.006228	0.240211
0.033195	0.198627
0.085450	0.351051
0.136278	1.029949
0.387467	1.528699
0.535759	1.639538
0.583846	0.905248
0.519130	-0.715811
0.180187	-1.782620
-0.123333	-1.131446
-0.080342	0.184765
0.209664	-0.729673
-0.759377	-1.782620
-0.236591	-1.228423
-0.202815	-0.064637
0.236006	1.210042
0.319153	1.196181
-0.260488	0.572730
-0.054877	0.600453
-0.032173	0.725100
-0.086205	0.060064
-0.485809	-0.355570
-0.237846	-0.383293
-0.311503	-0.674227
-0.182984	-0.909767
-0.271428	-0.909767
-0.223466	-0.743481
-0.185681	-0.106168
0.086662	1.542561
0.767050	1.985918
-0.281497	0.932971
-0.243256	-0.410963
-0.782336	-1.228423
-0.478167	-1.422379
-0.668790	-1.782620
-0.711596	-0.992883
0.207945	-0.078445
-0.248023	1.002225
0.590376	1.930525
0.048553	1.403998
-0.304892	0.863663
-0.205777	0.351051
-0.466211	0.226350
-0.171193	-0.147753
-0.603610	-0.535664
-0.282276	-0.106168
0.013359	0.572730
0.102851	0.794408
0.171093	-0.965213
-0.602491	-1.962767
-0.193687	-1.408571
-0.266412	-0.383293
0.308471	0.766685
0.115920	0.780547
-0.081608	-0.327847
-0.440764	-0.785066
-0.129023	1.113065
0.773706	1.251627
-0.613282	0.157095
-0.245282	-0.106168
-0.260750	0.738962
0.203899	1.279350
0.250922	-0.798927
-0.747263	-0.688088
0.386914	0.073926
-0.596468	0.752823
0.535102	0.697430
-0.288796	-0.355570
-0.268771	-0.230869
-0.042089	-1.657919
-1.261085	-1.962767
0.295930	-1.394709
-0.657840	-0.480271
0.684107	0.697430
-0.162063	1.154649
0.382552	0.835940
-0.329298	-0.563387
-0.566627	0.448029
0.764305	1.694985
-0.184290	1.279350
-0.247675	-0.175476
-0.805266	-1.547080
-0.437900	-0.549526
0.203991	0.267935
-0.336299	0.226350
-0.013046	0.628123
0.021294	0.087787
-0.323474	-0.812789
-0.357261	-0.854320
-0.181947	-0.632642
-0.245971	-0.064637
0.076550	0.683569
0.234806	0.766685
0.034977	0.281743
-0.190020	0.364912
0.106937	0.267935
-0.268263	-0.023052
-0.132114	0.281743
0.059185	-0.286315
-0.310583	-0.563387
0.042111	-0.106168
-0.156380	0.323328
0.178284	0.586591
0.110063	0.129372
0.044126	-0.189284
0.007497	-0.701950
-0.331817	-0.078445
0.358750	1.016087
0.174504	0.337189
0.092282	-0.230869
0.124776	-0.798927
-0.358625	-0.604972
0.088891	-0.147753
-0.269818	0.448029
0.335339	0.337189
-0.276764	-0.798927
-0.311993	0.018533
0.410596	0.046256
-0.504642	1.113065
0.706723	1.805824
0.093796	0.032394
0.008419	-0.244731
0.464643	-0.507994
-0.579968	-0.438686
0.239162	-0.452548
-0.603855	0.254073
0.586419	0.129372
-0.523665	-1.034468
-0.235711	-0.688088
-0.060716	-1.450102
-0.824888	-1.200700
0.461339	-0.397155
-0.440711	0.877524
0.984431	1.390190
-0.416876	0.309466
-0.224332	0.655846
0.163824	0.295604
-0.615041	1.196181
0.829780	1.113065
-0.705646	-0.660365
-0.695377	-0.909767
0.144967	-0.854320
-0.492352	-0.009190
0.528240	-0.092307
-0.657929	-0.840512
0.018636	-1.505548
-0.834552	-1.311539
0.263272	-0.591110
-0.370974	0.018533
0.213500	1.029949
0.402318	0.932971
-0.180541	0.669707
0.143447	0.267935
-0.362297	0.032394
-0.083189	0.669707
0.121897	1.681123
0.316894	1.791962
0.570504	0.184765
0.313850	-0.771204
0.317591	-0.840512
-0.360030	-0.369432
0.194460	0.046256
-0.289326	0.531145
0.257539	0.572730
-0.201388	-0.355570
-0.433659	-0.507994
-0.032673	-0.147753
-0.266851	0.212488
0.147312	-0.771204
-0.587793	-2.350678
-0.589602	-2.225977
-0.125788	-0.854320
0.361433	0.641984
0.285028	0.849801
-0.161506	1.071480
0.355522	2.110619
0.482274	2.276905
-0.179601	1.875079
-0.139652	1.791962
-0.334128	0.669707
-0.785861	-1.020606
-1.049062	-1.366986
-0.212543	-0.743481
-0.426029	0.170904
0.172187	0.198627
-0.580539	-0.327847
-0.193564	-0.674227
-0.427276	-0.410963
0.034737	-0.244731
-0.312242	-1.020606
-0.370243	-1.020606
0.063426	-0.050775
0.094625	0.655846
0.261055	-0.729673
-0.762837	-1.616388
0.002596	-0.313985
0.135300	0.683569
0.208335	1.681123
0.531386	0.932971
-0.643315	-0.979021
-0.737935	-1.727227
-0.330644	-0.895905
-0.172009	1.113065
0.713853	1.778101
-0.385634	0.932971
-0.201140	-0.064637
-0.675534	-0.106168
-0.130084	0.129372
-0.459100	-0.327847
-0.478824	-0.383293
-0.257227	0.267935
-0.066705	-0.521802
-0.500974	-2.489241
-1.086585	-2.544634
-0.025566	-1.657919
-0.144496	-0.965213
0.179025	-0.563387
-0.193782	0.281743
0.387397	1.390190
0.318453	2.304574
0.550619	3.038918
0.497426	2.429275
-0.791966	2.387744
0.439901	1.861217
-1.078602	0.337189
-1.055003	-1.062191
-0.585281	-2.392263
-1.135627	-2.101276
-0.122085	-1.907321
-1.248609	-2.738643
-0.902817	-3.417541
-1.552812	-2.198308
1.077998	0.503422
0.437832	2.498583
0.559421	2.789517
-0.214456	2.817240
0.198105	4.646116
1.398927	4.950911
1.148556	3.925633
0.335539	2.346159
-1.115193	0.475752
-1.318883	1.154649
-0.573616	2.581699
-0.187545	1.736569
-0.676647	-1.657919
-2.752767	-3.944014
-2.223536	-5.080131
-2.153493	-6.146993
-1.981046	-5.440372
-1.000037	-4.331978
-0.695055	-3.805452
-0.625028	-3.860898
-1.269663	-3.556103
0.404078	-3.001853
-0.264343	-2.059745
0.148050	-0.272454
0.651428	0.489613
-0.245961	1.431721
0.861737	4.701509
1.667995	7.749618
2.738553	7.389377
1.948235	5.768371
1.472087	4.673786
1.038706	3.413021
-0.022826	1.237766
-0.819323	-2.018160
-3.028022	-3.528380
-1.775535	-3.375956
-0.881537	-2.295285
0.271209	-0.050775
0.633023	2.332298
0.580989	3.759401
0.740924	2.831101
-0.854497	0.032394
-1.743933	-4.068715
-4.461180	-6.839699
-2.050978	-6.895145
-1.822536	-5.024684
0.181875	-1.976629
1.143706	0.960641
0.773260	2.443137
0.267469	1.667261
-0.957458	2.249182
0.716366	2.290766
-1.012711	0.641984
-0.868504	-0.715811
-1.112621	-1.948906
-1.538258	0.143234
0.908116	2.470860
0.236765	2.969664
0.093341	2.664816
-0.376751	2.637146
-0.206647	3.551531
0.511926	3.413021
-0.118743	1.348605
-1.602819	-2.142861
-3.486696	-3.666942
-1.810205	-3.805452
-1.395990	-2.572357
0.742438	-0.715811
0.324127	-0.313985
-0.335057	0.780547
0.486321	1.154649
-0.330935	0.226350
-0.451106	-0.798927
-0.668657	-2.267562
-1.129573	-2.988045
-0.458378	-1.450102
0.806478	1.002225
0.512823	2.235320
0.354657	2.290766
-0.322911	1.487167
-0.505737	-0.327847
-1.418509	-3.043438
-2.598732	-3.874759
-0.840246	-1.851928
0.935715	-0.203146
-0.358195	-0.133891
0.390582	-0.965213
-1.055001	-1.450102
0.266273	-1.048329
-0.638491	-0.009190
0.486893	1.805824
0.517861	3.260597
0.769979	4.091919
0.938239	5.421991
1.506340	6.073166
1.699045	5.006304
1.223143	3.288320
-0.322076	0.669707
-1.599296	-2.794036
-3.454370	-5.384926
-2.596786	-5.911453
-1.846665	-4.913845
-0.261934	-3.057299
0.570257	-1.366986
0.322402	-0.771204
-0.258056	0.184765
0.334072	1.071480
-0.059914	2.415414
0.871758	2.360021
-0.573359	-0.909767
-2.102178	-2.350678
0.060586	-1.935044
-0.891736	0.364912
1.338248	2.997334
0.620756	1.764239
-1.324835	0.461890
-0.502699	0.434167
-0.902648	0.198627
-0.770522	-0.009190
-0.864569	0.974502
-0.095765	1.916663
-0.091468	0.406444
0.230299	-1.463964
-0.132826	-2.059745
-0.419194	-1.103722
0.166699	-0.729673
-0.414252	-0.743481
0.025588	0.351051
0.192348	1.320882
0.214892	1.681123
0.107388	0.129372
-0.810826	-1.408571
-0.573400	-0.895905
0.038057	-0.383293
-0.444659	-0.397155
-0.105826	0.198627
-0.051107	0.004671
-0.277250	-0.023052
-0.052310	1.819686
0.718429	1.778101
-0.107303	0.752823
-0.248146	0.545006
0.401797	-0.535664
0.109047	-2.503103
-0.327543	-4.110300
-2.237073	-4.345840
-1.282949	-3.847036
-0.392925	-0.798927
1.488217	2.498583
0.425361	3.080503
0.755159	2.013641
-1.424141	0.087787
-1.128475	-0.494133
-1.068241	-0.258592
-0.918261	0.960641
0.104588	2.706400
0.337617	2.886494
-0.095955	2.484722
0.108782	2.304574
0.129128	2.235320
0.167503	1.210042
0.023373	-1.796482
-1.273822	-4.900037
-3.209256	-6.063823
-1.846403	-5.149385
-0.367520	-2.572357
0.777736	-0.189284
0.529649	0.988364
0.131487	1.403998
-0.174934	2.595561
0.791484	3.648561
0.495911	1.999780
-1.372616	-0.161614
-1.146244	-1.616388
-1.840087	-1.366986
-0.373649	-0.300124
-0.649500	-0.064637
-0.294243	0.683569
-0.033593	1.099203
-0.207613	2.775655
0.956938	4.036473
0.760265	3.731678
0.235821	2.969664
-0.471506	-0.189284
-2.210713	-2.974183
-1.354485	-4.609050
-3.210768	-4.803006
-1.528011	-3.916291
0.378387	-2.239839
0.276478	0.046256
0.789541	0.503422
-0.584415	0.351051
0.141978	-0.798927
-1.118075	-0.175476
0.570709	1.847409
0.255102	1.708846
-0.476692	0.212488
-0.515393	-1.741089
-1.404825	-1.408571
0.093376	0.503422
0.086405	2.290766
0.835061	1.362467
-1.122149	-0.965213
-1.082772	-1.796482
-0.482616	-1.644058
-0.924352	0.295604
0.942606	1.196181
-0.695865	1.556422
0.604097	1.888940
-0.406345	3.025057
1.029169	5.518969
1.664724	5.491246
1.481974	2.747985
-1.162819	-1.851928
-2.769755	-5.135524
-3.621138	-6.548766
-2.209920	-6.479511
-1.812639	-5.662051
-1.576254	-4.221139
0.510900	-1.103722
0.796802	1.376328
0.246875	4.091919
1.739422	4.327459
0.747101	2.789517
-0.244804	2.207597
-0.824259	2.221458
-0.123374	2.138342
-0.127773	0.143234
-1.574807	0.406444
-0.376008	1.293159
-0.413531	1.431721
-0.179485	1.445583
0.128947	-0.369432
-0.322983	-2.004299
-0.482758	-3.029576
-1.560987	-2.821759
0.109786	-2.641665
-1.128758	-2.087468
0.614446	-0.438686
0.195228	1.362467
0.673244	2.346159
0.052361	1.681123
-0.632034	1.293159
-0.032897	1.528699
-0.283086	1.778101
0.204284	0.780547
-0.832664	-1.103722
-1.301235	-3.251255
-1.525799	-3.722335
-0.941013	-2.752504
0.501391	-2.350678
